asset,date,arrival_us,fraction,arm,depletion,fallback,arrival_notional,quantity,filled,unfilled,max_backlog,proceeds,fee_dollars,timing_dollars,timing_shortfall_dollars,spread_dollars,depth_dollars,book_cost_dollars,filled_quantity_shortfall_dollars,shortfall_dollars,shortfall_bps,shortfall_bps_fee10
BTC,2021-04-14,1618364100000000,0.05,liquidity,1,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.982676740312,0.0,15.679425438514471,-15.679425438514471,0.0006235107602517966,0.0836139788325454,0.0842374895927972,-15.595187948921193,-15.595187948921193,-19.774818281609946,-9.755043463328336
BTC,2021-04-14,1618364100000000,0.05,liquidity,0,0,7886.387488791391,0.1247021548376697,0.1247021548376697,0.0,0.0,7901.982676740312,0.0,15.679425438514471,-15.679425438514471,0.0006235107602517966,0.0836139788325454,0.0842374895927972,-15.595187948921193,-15.595187948921193,-19.774818281609946,-9.755043463328336
BTC,2021-04-14,1618364100000000,0.05,both,1,0,7886.387488791391,0.1247021548376697,0.1247021548376697,6.938893903907228e-18,6.938893903907228e-18,7900.622079916153,0.0,14.807341702349566,-14.807341702349566,0.0006235107723494978,0.5721270668145735,0.5727505775869229,-14.234591124762119,-14.234591124762119,-18.04957104249972,-8.031521471457221
BTC,2021-04-14,1618364100000000,0.05,both,0,0,7886.387488791391,0.1247021548376697,0.1247021548376697,6.938893903907228e-18,6.938893903907228e-18,7900.622079916153,0.0,14.807341702349566,-14.807341702349566,0.0006235107723494978,0.5721270668145735,0.5727505775869229,-14.234591124762119,-14.234591124762119,-18.04957104249972,-8.031521471457221
BTC,2021-04-14,1618364100000000,0.05,twap,1,0,7886.387488791391,0.12470215483766967,0.12470215483766965,0.0,0.0,7901.722016458029,0.0,15.419463013062842,-15.419463013062842,0.031715915506858636,0.05321943091632875,0.08493534642318738,-15.334527666641407,-15.334527666641407,-19.444299038610218,-9.424854739571611
BTC,2021-04-14,1618364100000000,0.05,twap,0,0,7886.387488791391,0.12470215483766967,0.12470215483766965,0.0,0.0,7901.722016458029,0.0,15.419463013062842,-15.419463013062842,0.031715915506858636,0.05321943091632875,0.08493534642318738,-15.334527666641407,-15.334527666641407,-19.444299038610218,-9.424854739571611
BTC,2021-04-14,1618364100000000,0.2,reference,1,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31610.83552141888,0.0,65.30803449833134,-65.30803449833134,0.002494043128069762,0.019974201886725496,0.022468245014795257,-65.2855662533184,-65.2855662533184,-20.695650050833216,-10.674954400782383
BTC,2021-04-14,1618364100000000,0.2,reference,0,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31610.83552141888,0.0,65.30803449833134,-65.30803449833134,0.002494043128069762,0.019974201886725496,0.022468245014795257,-65.2855662533184,-65.2855662533184,-20.695650050833216,-10.674954400782383
BTC,2021-04-14,1618364100000000,0.2,price,1,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31603.09451902502,0.0,60.83285435117808,-60.83285435117808,0.0024940431073142665,3.2857964486165656,3.2882904917238798,-57.54456385945741,-57.54456385945741,-18.24173740551146,-8.22349566810595
BTC,2021-04-14,1618364100000000,0.2,price,0,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31603.09451902502,0.0,60.83285435117808,-60.83285435117808,0.0024940431073142665,3.2857964486165656,3.2882904917238798,-57.54456385945741,-57.54456385945741,-18.24173740551146,-8.22349566810595
BTC,2021-04-14,1618364100000000,0.2,liquidity,1,0,31545.549955165563,0.4988086193506788,0.4988086193506788,0.0,0.0,31607.5284497249,0.0,62.717701754057885,-62.717701754057885,0.0024940430410071864,0.7367131516784866,0.7392071947194938,-61.97849455933829,-61.97849455933829,-19.647301964120413,-9.627654662156292
